Date,Open,High,Low,Close,Adj Close,Volume,daily_return,normalized_close,date,avg_textblob_polarity,avg_vader_sentiment,textblob_polarity_z,vader_sentiment_z,Movement
2018-01-02,20.799999237060547,21.474000930786133,20.733333587646484,21.368667602539062,21.368667602539062,65283000,0.029484572024129463,-0.5085656822024701,2018-01-02,0.45213453723775,0.44389660265878883,5.56976617520327,2.0730202372781705,0
2018-01-03,21.399999618530273,21.683332443237305,21.036666870117188,21.149999618530273,21.149999618530273,67822500,-0.010233112708571857,-0.5107160863308687,2018-01-03,0.3747662973105947,0.5052152749490835,4.052706953326167,2.8702526687229213,-1
2018-01-04,20.857999801635746,21.23666763305664,20.3786678314209,20.974666595458984,20.974666595458984,149194500,-0.008289977599700404,-0.5124403298609227,2018-01-04,0.23445841645861487,0.3338028571428571,1.3015087258759883,0.6416405099252368,-1
2018-01-05,21.107999801635746,21.14933204650879,20.799999237060547,21.10533332824707,21.10533332824707,68868000,0.006229740634655645,-0.5111553393630885,2018-01-05,0.29225381624135344,0.3588972916666667,2.4347779369247355,0.9679048647115731,1
2018-01-08,21.066667556762695,22.468000411987305,21.03333282470703,22.42733383178711,22.42733383178711,147891000,0.06263821959024418,-0.49815464631035855,2018-01-08,0.3126790042366917,0.44859253680195477,2.8352810353030358,2.1340742499472145,1
2018-01-09,22.3439998626709,22.586666107177734,21.82666778564453,22.246000289916992,22.246000289916992,107199000,-0.00808538113492141,-0.4999378995781939,2018-01-09,0.28610724364649487,0.5065934782608695,2.3142541322376085,2.8881713276932053,-1
2018-01-10,22.14666748046875,22.46666717529297,22.0,22.31999969482422,22.31999969482422,64648500,0.003326413914539472,-0.4992101815881422,2018-01-10,0.30257306729734773,0.5176557213930348,2.6371208491080913,3.0319966693075413,1
2018-01-11,22.34933280944824,22.987333297729492,22.21733283996582,22.530000686645508,22.530000686645508,99682500,0.009408646715617364,-0.4971450095794125,2018-01-11,0.24725226897602992,0.38237959183673476,1.5523743519152302,1.273209114808031,1
2018-01-12,22.57533264160156,22.694000244140625,22.244667053222656,22.4146671295166,22.4146671295166,72376500,-0.005119110235858537,-0.49827921200285885,2018-01-12,0.2532406988016556,0.4027432098765432,1.6697972466338253,1.5379659354715836,-1
2018-01-16,22.502666473388672,23.0,22.31999969482422,22.67066764831543,22.67066764831543,97114500,0.011421116241414841,-0.4957616757709656,2018-01-16,0.2510393541392183,0.44053913043478266,1.6266326325257003,2.029368187344984,1
2018-01-17,22.697999954223633,23.266666412353516,22.649999618530273,23.143999099731445,23.143999099731445,106552500,0.02087858455510405,-0.4911068841157547,2018-01-17,0.2781306379301032,0.41625053475935825,2.157846499432169,1.7135809162992948,1
2018-01-18,23.044666290283203,23.48666763305664,22.916000366210938,22.971332550048828,22.971332550048828,85287000,-0.007460532163804823,-0.4928049052639211,2018-01-18,0.2899697517370785,0.4425531353135314,2.389991327809226,2.055553196681538,-1
